Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified
GOOGLE-ChIJ5e6w,2025-11-05,Coffee Stain,"Cafe, Store",1,100000,"D4-G3-01, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,019-280 3990,,019-280 3990,4.2,529,$$ (Moderate),OPERATIONAL,ChIJ5e6wBV5IzDERXANPx1NBcVM,3.1715266,101.6664314,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (529 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQQ-4,2025-11-05,Dessert's Bar,Cafe,1,80000,"1A, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,03-6201 3327,,03-6201 3327,,,Unknown,OPERATIONAL,ChIJQQ-4I_dIzDERTXPvazFjpTQ,3.1635223,101.6567275,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ22W1,2025-11-05,O’Coffee Club Malaysia @ 1 Mont Kiara,Cafe,1,80000,"Lot G-3A, G-5 &, G-6, Ground Floor, 1 Mont' Kiara, 1, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://store.ocoffeeclubmalaysia.com/,,,03-6411 0201,,03-6411 0201,4.7,265,Unknown,OPERATIONAL,ChIJ22W1dPFIzDERMVS2f3GehJM,3.165701700000001,101.6531554,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (265 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ__-_,2025-11-05,Watercolour Bakery & Cafe,"Bakery, Cafe, Store",1,100000,"L05-07, The Ooak Suites, Jalan Kiara 4, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://watercolour.my/,,,013-726 6370,,013-726 6370,4.5,171,$$ (Moderate),OPERATIONAL,ChIJ__-_rI1IzDERpntbbGTtTVY,3.1664765,101.6510433,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (171 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJGRsD,2025-11-05,Coffea Coffee,"Cafe, Store",1,100000,"Unit 1F-16 163 Retail Park, Unit #16, 8, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,,,,4,575,$$ (Moderate),OPERATIONAL,ChIJGRsDVeVIzDER-Hd56x3K1Ow,3.1669085,101.6522038,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (575 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJmVxI,2025-11-05,First Step Coffee Malaysia,"Cafe, Store",1,80000,"Jalan Solaris 1, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.firststepcoffee.com/,,,03-6211 1769,,03-6211 1769,4.5,134,Unknown,OPERATIONAL,ChIJmVxIH4pIzDERPzZTVER-gF4,3.1763104,101.6594983,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (134 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJz5Vs,2025-11-05,Quack,Cafe,1,100000,"60 Jalan Sri Hartamas 1, Plaza Damas, Lot K-0-8B (Ground Floor), Dorchester Service Apartment, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://instagram.com/quackbyrubberduck,,,011-6208 5881,,011-6208 5881,4.2,814,$$ (Moderate),OPERATIONAL,ChIJz5Vs1_ZIzDERgPeSD1ZjmsI,3.1645458,101.6568019,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (814 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJYxmG,2025-11-05,Red Mango,Cafe,1,80000,"K-7-9, No. 2, Jalan Solaris, Solaris Mont Kiara, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,03-6203 6629,,03-6203 6629,,,Unknown,OPERATIONAL,ChIJYxmGGopIzDERRlrxC-Ol4Xc,3.175905,101.6603864,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ70DT,2025-11-05,Samsara Cafe Hartamas,Cafe,1,80000,"F-1-9, Plaza Damas, Jalan Sri Hartamas 1, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.briantee.jeunesseglobal.com,,,017-230 0698,,017-230 0698,,,Unknown,OPERATIONAL,ChIJ70DT4fZIzDER2ug9bWtkP1A,3.1642351,101.6572079,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJS0zH,2025-11-05,Secret Recipe - Hartamas Shopping Centre,Cafe,1,100000,"60, Lot G-21 & 21A, Ground Floor, Hartamas Shopping Centre, Jalan Sri Hartamas 1, Sri Hartamas, 50480 Taman Sri Hartamas, Federal Territory of Kuala Lumpur, Malaysia",50480 Taman Sri Hartamas,Kuala Lumpur,50480,http://www.secretrecipe.com.my/,,,03-6201 0693,,03-6201 0693,3.9,286,$$ (Moderate),OPERATIONAL,ChIJS0zHMfdIzDERSykmIMimrYU,3.1635206,101.6568573,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (286 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ5e6w,2025-11-05,HotShots Coffee & Tea,"Cafe, Store",1,80000,"A2 - UG1 - 07, Publika Dutamas, 1, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,,,,1-300-88-8138,,1-300-88-8138,2.3,4,Unknown,OPERATIONAL,ChIJ5e6wBV5IzDERVWGe2f6egFo,3.170588899999999,101.6653796,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.3/5 (4 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJI2z7,2025-11-05,Super Saigon Sri Hartamas KL - Pho Beef Cafe,"Meal Delivery, Cafe, Restaurant",1,150000,"2, Jalan Sri Hartamas 8, Taman Sri Hartamas, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,https://order.supersaigon.com.my/en_MY/?utm_source=oddle&utm_medium=website&utm_campaign=marche,,,03-2856 9886,,03-2856 9886,4.4,1378,$$ (Moderate),OPERATIONAL,ChIJI2z7WvtIzDER7vB0LOLHzFU,3.157326000000001,101.6507154,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (1378 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJx3te,2025-11-05,Fin,"Restaurant, Cafe, Store",1,80000,"06, Block D3, Level G3 Publika, Jln Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.fin.beepit.com/,,,03-6413 5685,,03-6413 5685,4.3,270,Unknown,OPERATIONAL,ChIJx3teF15IzDERaHTDrh1AOUA,3.171552,101.66624,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (270 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJjSUw,2025-11-05,Salon Du Chocolat @ Publika,"Cafe, Store",1,80000,"Lot 26-27 Level, Publika Block C4, G2 St, Solaris Dutamas, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50480 Kuala Lumpur,Kuala Lumpur,50480,http://www.salonduchocolat.com.my/,,,03-6206 3000,,03-6206 3000,4.6,442,Unknown,OPERATIONAL,ChIJjSUwGF5IzDERAyB7mYgujz0,3.1709521,101.6666233,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (442 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJFRzn,2025-11-05,Gloria Jean's Coffees KDN,"Cafe, Store",1,80000,"Kompleks Kementerian Dalam Negeri, Jalan Sri Hartamas 1, Jalan Duta, 50480 Wilayah Persekutuan Kuala Lumpur, Malaysia",Jalan Duta,Kuala Lumpur,50480,,,,018-315 8591,,018-315 8591,3.4,37,Unknown,OPERATIONAL,ChIJFRznFlxIzDERl0XVyBphKE8,3.16756,101.667903,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (37 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ-cL2,2025-11-05,Dungun KL,Cafe,1,80000,"46, Jalan Dungun, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,http://www.facebook.com/dungunkl,,,03-2011 8600,,03-2011 8600,4.1,104,Unknown,OPERATIONAL,ChIJ-cL2vlRIzDER3HYUT6ahbfg,3.1527771,101.6658966,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (104 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJeacz,2025-11-05,Yellow Brick Road,"Cafe, Restaurant",2,200000,"Lot A-GF-03, 5th Place @ The Five No.49, Kompleks Pejabat Damansara, Kompleks Pejabat Damansara, Jalan Dungun, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,,,,019-270 0304,,019-270 0304,4.3,3653,$$ (Moderate),OPERATIONAL,ChIJeaczdQBJzDER2RFveeZePuY,3.151729,101.6655372,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (3653 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJLQ6K,2025-11-05,Collective,Cafe,1,100000,"Block E, The Five, KPD, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,http://www.collective.com.my/,,,012-308 3767,,012-308 3767,4.5,90,$$ (Moderate),OPERATIONAL,ChIJLQ6KUFhJzDER-CurPviZq5s,3.1509141,101.6644252,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (90 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJA0tz,2025-11-05,LN Fortunate Coffee - Segambut | Rain Tree Rain Duta North,"Cafe, Store, Restaurant",1,100000,"The ERA @ Duta North (Residensi Era), Jalan Segambut, Segambut, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200,https://www.facebook.com/LN-Fortunate-Coffee-MY-558859024595630/,,,011-1336 2308,,011-1336 2308,4.4,142,$$ (Moderate),OPERATIONAL,ChIJA0tzJW1IzDERg0ycULFEUKM,3.1823558,101.6751033,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (142 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ_VlP,2025-11-05,The Social @ Desa ParkCity,"Restaurant, Liquor Store, Cafe",1,300000,"GF-02, The Waterfront@ParkCity, No.5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,https://thesocial.com.my/,,,03-6279 9225,,03-6279 9225,4.3,1388,$$$ (Expensive),OPERATIONAL,ChIJ_VlPDaZIzDERn8cmvkJfeIg,3.1869825,101.6281771,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (1388 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJO6Gx,2025-11-05,Café Deli by El Mesón @ Desa ParkCity,"Restaurant, Cafe",1,300000,"Lot GF-05, The Waterfront @, 5, Persiaran Residen, Desa Parkcity, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,https://cafedeli.com.my/,,,03-6263 6227,,03-6263 6227,4.5,1749,$$$ (Expensive),OPERATIONAL,ChIJO6GxBaZIzDER64OvqQAoy70,3.1868005,101.6280241,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.5/5 (1749 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJe6TC,2025-11-05,Tealive Lotus's Kepong,Cafe,1,100000,"FOL-01 & FOL-02 1st Floor, 3, Jalan 7A/62A, Bandar Menjalara, 52200 Kepong, Federal Territory of Kuala Lumpur, Malaysia",52200 Kepong,Kuala Lumpur,52200,https://www.tealive.com.my/,,,012-289 8581,,012-289 8581,2.4,37,$$ (Moderate),OPERATIONAL,ChIJe6TCcB5GzDER7ecRX0FRChA,3.192709899999999,101.6327506,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.4/5 (37 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJzyqw,2025-11-05,Restoran Puteri Pencala,"Cafe, Store, Restaurant",1,100000,"Lot 3074, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Wilayah Persekutuan, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Wilayah Persekutuan,Kuala Lumpur,60000,https://www.puteripencala.com/,,,011-2113 9026,,011-2113 9026,3.9,64,$$ (Moderate),OPERATIONAL,ChIJzyqwGtpIzDERAmOX2T3oWBY,3.1576221,101.6277669,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (64 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJCQqo,2025-11-05,Whisk Coffee & Pantry (DC Mall),"Cafe, Store",1,80000,"LG20, DC Mall, Jalan Damanlela, Damansara Town Centre, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,http://instagram.com/whiskcoffee.pantry,,,03-2011 7750,,03-2011 7750,4.3,76,Unknown,OPERATIONAL,ChIJCQqo46lJzDERq2-UOSWrWU4,3.146255600000001,101.6616994,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (76 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ8Ur3,2025-11-05,Hinz Cafe,"Cafe, Bakery, Store",1,100000,"73, Jalan 11/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,,,,03-6270 0008,,03-6270 0008,4.2,321,$$ (Moderate),OPERATIONAL,ChIJ8Ur3QGsEERARw8YYBA3Ya-w,3.192708,101.630598,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (321 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJjQR-,2025-11-05,Golden Sweet Home Restaurant Sdn Bhd • 创新茶餐室,"Cafe, Store, Restaurant",1,100000,"17, Jalan 9/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,https://www.facebook.com/goldensweethomerestaurant,,,012-226 3266,,012-226 3266,3.6,394,$$ (Moderate),OPERATIONAL,ChIJjQR-LRxGzDERx9u_BVObpA0,3.194250599999999,101.6320896,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (394 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJVVW4,2025-11-05,Man Man Cafe,Cafe,1,100000,"27 Ground Floor, Man Man Cafe, Jln 5/62a, Bandar Menjalara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,,,,,,,4.3,531,$$ (Moderate),CLOSED_TEMPORARILY,ChIJVVW4yh1GzDERmKK3_bEyW5w,3.1940199,101.6315021,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (531 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJf2om,2025-11-05,Via Pre KL Italian Restaurant,"Liquor Store, Cafe, Bar",1,200000,"25, Lorong Setiabistari 2, Bukit Damansara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50490 Kuala Lumpur,Kuala Lumpur,50490,http://www.via-pre.com/,,,03-2011 2003,,03-2011 2003,4.4,572,$$$ (Expensive),OPERATIONAL,ChIJf2omWwZJzDERBtB0nrKp-8E,3.143916299999999,101.6575173,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (572 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRZYN,2025-11-05,Rain Bistro,"Cafe, Restaurant",1,80000,"76, Jalan Medan Putra 3, Medan Putra Business Centre, Bandar Menjalara, 52200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,,,,017-665 5121,,017-665 5121,3.8,29,Unknown,OPERATIONAL,ChIJRZYNO6hIzDER-JaHnpa5pRc,3.1910382,101.6252842,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (29 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJZWrS,2025-11-05,thursdvys,"Cafe, Store",1,100000,"22, Lorong Datuk Sulaiman 1, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,https://instagram.com/thursdvys?igshid=MzRlODBiNWFlZA==,,,03-7733 6722,,03-7733 6722,4.1,608,$$ (Moderate),OPERATIONAL,ChIJZWrSXiZJzDER0cUOgQHYypQ,3.148811200000001,101.6298108,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (608 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRw1a,2025-11-05,"Tealive Riverwalk Village, KL",Cafe,1,100000,"Lot TDE-B, Trellis Area @ Block D, Rivercity 3rd Mile, Jln Sultan Azlan Shah, Jalan Ipoh, 51200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200,https://www.tealive.com.my/,,,03-6144 5581,,03-6144 5581,2.5,67,$$ (Moderate),OPERATIONAL,ChIJRw1aOG1IzDERmlLeDCZhsQA,3.1798283,101.6832284,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 2.5/5 (67 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJK0Nx,2025-11-05,MadHatter Desserts,Cafe,1,80000,"26, Jalan Medan Putra 4, Medan Putra Business Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,http://www.facebook.com/MadHatter-Desserts-482122115317302/,,,03-6734 9631,,03-6734 9631,4.5,257,Unknown,OPERATIONAL,ChIJK0NxJjZJzDERqdzN684Ik9Q,3.192442100000001,101.6242487,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (257 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJHQDU,2025-11-05,Skinny Dip,Cafe,1,100000,"3, Jalan Medan Putra 3, Medan Putra Business Centre, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,http://www.facebook.com/skinnydipkl,,,03-6731 1291,,03-6731 1291,4.3,423,$$ (Moderate),CLOSED_TEMPORARILY,ChIJHQDU-gJGzDERSISBdmDfDcU,3.1937631,101.6250657,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (423 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJZa6N,2025-11-05,𝙏𝙝𝙚 𝘽𝙡𝙖𝙘𝙠 𝘾𝙖𝙩 𝘾𝙖𝙛𝙚,"Cafe, Restaurant, Store",1,100000,"Unit B-00-11, Viva Residency Jalan Suppiah Pillay, Off, Jln Sultan Azlan Shah, Jalan Ipoh, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200,https://holisticarogya.com/the-black-cat-cafe/,,,03-4050 2822,,03-4050 2822,4.7,486,$$ (Moderate),OPERATIONAL,ChIJZa6NOxNIzDERfJeZtxodK3c,3.1779512,101.6850186,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (486 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJsXnR,2025-11-05,Secret Recipe,"Restaurant, Cafe",1,100000,"98, Jalan Burhanuddin Helmi, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,http://www.secretrecipe.com.my/,,,03-2858 2612,,03-2858 2612,4,141,$$ (Moderate),OPERATIONAL,ChIJsXnRBtZIzDERg_QF61qnti0,3.1526493,101.6216689,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (141 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJQ-Ui,2025-11-05,KLGCC - Golfers Terrace,"Restaurant, Cafe, Bar",1,80000,"Bukit Kiara, 60000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,https://www.klgcc.com/dine/food-beverages/golfers-terrace,,,03-2011 9187,,03-2011 9187,4.4,475,Unknown,OPERATIONAL,ChIJQ-UiZxZJzDERKxQzlTDp9lM,3.1388084,101.639386,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (475 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJIV2U,2025-11-05,Aether Cafe @ Taman Tun Dr Ismail,Cafe,1,100000,"48, Jalan Tun Mohd Fuad, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,http://www.facebook.com/aethercafe,,,03-2333 5114,,03-2333 5114,4,273,$$ (Moderate),OPERATIONAL,ChIJIV2UXTtJzDERRV8QjZUmK_Q,3.1411612,101.6321859,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (273 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJu1SG,2025-11-05,La Juiceria Superfoods • TTDI,"Cafe, Restaurant, Store",1,150000,"32, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,https://order.lajuiceriasuperfoods.com/en_MY/,,,018-368 3320,,018-368 3320,4.6,1844,$$ (Moderate),OPERATIONAL,ChIJu1SG2TpJzDERBNLlX_KXk2Y,3.1415949,101.6295789,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (1844 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJV6FX,2025-11-05,Super Saigon TTDI KL - Pho Beef Cafe,"Cafe, Meal Delivery, Restaurant",2,200000,"28, Jalan Datuk Sulaiman, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,https://supersaigon.com.my/wp-content/uploads/2025/04/Super-Saigon-Menu-2025-1.pdf,,,03-7498 1875,,03-7498 1875,4.4,2225,$$ (Moderate),OPERATIONAL,ChIJV6FX2TpJzDERAxHY6CoW6D0,3.1414612,101.6295878,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (2225 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ1-EX,2025-11-05,Starbucks TTDI,"Cafe, Store",1,100000,"Lot A & B, No 20-G, Jalan Tun Mohd Fuad 1, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",60000 Kuala Lumpur,Kuala Lumpur,60000,https://starbucksttdi.shop/,,,03-2856 9103,,03-2856 9103,4.2,837,$$ (Moderate),OPERATIONAL,ChIJ1-EXxTpJzDERft-oux_RYrg,3.1416932,101.6291597,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (837 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJRdGc,2025-11-05,San Francisco Coffee PJ Trade Centre,Cafe,1,100000,"B-G-01, Ground Floor, Menara Bata, Pj Trade Centre, 8, Jalan PJU 8/8A, Bandar Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",47820 Petaling Jaya,Selangor,47820,http://sfcoffee.com/,,,03-7499 1097,,03-7499 1097,4.2,45,$$ (Moderate),OPERATIONAL,ChIJRdGceTNPzDERFnjsaDZ71vw,3.1670571,101.6134907,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (45 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJ_2XD,2025-11-05,Tealive Caltex Sri Damansara,Cafe,1,100000,"Sri Damansara Services Station, Hentian Sebelah Penchala Link, KM 0.5, Lebuhraya Damansara - Puchong, Bandar Sri Damansara, 52200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52200 Kuala Lumpur,Kuala Lumpur,52200,https://www.tealive.com.my/,,,,,,4,128,$$ (Moderate),OPERATIONAL,ChIJ_2XDtAFGzDERU8ikg9cCu5g,3.19309,101.6188024,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (128 reviews),,New,,Google Places Scraper,2025-11-05
GOOGLE-ChIJOb0i,2025-11-05,Oh Tea | Laman Rimbunan,"Cafe, Restaurant",1,100000,"63, Jln Rimbunan Raya 1, Laman Rimbunan, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",52100 Kuala Lumpur,Kuala Lumpur,52100,http://www.facebook.com/ohtea63,,,03-4813 7875,,03-4813 7875,4.5,736,$$ (Moderate),OPERATIONAL,ChIJOb0iADhGzDERlemsdxL1hTk,3.2111556,101.6500018,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (736 reviews),,New,,Google Places Scraper,2025-11-05
