Lead ID,Date Added,Company Name,Business Type,Number of Outlets,Estimated Monthly Revenue (RM),Address,City,State,Postal Code,Website,Primary Contact Name,Job Title,Phone Number,Email Address,WhatsApp,Rating,Review Count,Price Level,Business Status,Google Place ID,Latitude,Longitude,Biggest Pain Point,ICP Tier (1/2/3),Lead Score (0-100),Lead Quality (HOT/WARM/QUALIFIED/COLD),Source,Notes,Follow-up Date,Contact Status (New/Contacted/Qualified/Proposal/Won/Lost),Owner (Sales Rep),Created By,Last Modified,Initial Score Hint,Quality Hint
GOOGLE-ChIJJyQM,2025-11-05,Secret Recipe Jalan Pahang,"Restaurant, Cafe",1,100000,"2, Ground Floor, Jalan Pahang Barat, Pekeliling, Pekeliling, 53000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",53000 Kuala Lumpur,Kuala Lumpur,53000.0,http://www.secretrecipe.com.my/,,,+60340313711,,+60340313711,3.2,250.0,$$ (Moderate),OPERATIONAL,ChIJJyQM3BtIzDER74fE84k9zwI,3.1764019,101.6993878,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.2/5 (250 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJAQLD,2025-11-05,Aseana Coffee House,Restaurant,1,80000,"218, Jln Sultan Azlan Shah, 51200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",51200 Kuala Lumpur,Kuala Lumpur,51200.0,,,,+60340437777,,+60340437777,1.0,1.0,Unknown,OPERATIONAL,ChIJAQLDOxZIzDERzreBl49FnyI,3.1717772,101.6922869,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 1/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJRdfX,2025-11-05,NZ Curry House,Restaurant,1,80000,"LG 13-14, 199, Jln Tun Razak, Kuala Lumpur, 50400 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50400 Kuala Lumpur,Kuala Lumpur,50400.0,,,,+60341416857,,+60341416857,3.3,219.0,Unknown,OPERATIONAL,ChIJRdfXuc83zDER6tx0ix0780w,3.158745,101.719683,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.3/5 (219 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJVWBD,2025-11-05,Marrakesh Restaurant,Restaurant,2,200000,"6, Lorong Raja Uda 1, Off, Jalan Raja Uda, Kampung Baru, 50300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50300 Kuala Lumpur,Kuala Lumpur,50300.0,https://www.marrakeshresturaunt.com/,,,+60322027943,,+60322027943,4.2,2848.0,$$ (Moderate),OPERATIONAL,ChIJVWBDs943zDER4l5cPtJyM50,3.166932,101.7124236,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.2/5 (2848 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJo4RC,2025-11-05,"THIRTY8 Restaurant, Bar & Lounge",Restaurant,2,1000000,"Grand Hyatt Kuala Lumpur, 12, Jalan Pinang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://www.hyatt.com/en-US/hotel/malaysia/grand-hyatt-kuala-lumpur/kuagh/dining?src=nplk-kuagh-lclb-thirty8-restaurant,,,+60322039188,,+60322039188,4.4,3482.0,$$$$ (Very Expensive),OPERATIONAL,ChIJo4RCY9Q3zDERqVGS36A--CI,3.153649,101.712305,Losing money to waste but don't know how much,3,,,Google Places API,Rating: 4.4/5 (3482 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJBZNB,2025-11-05,Briyani Asif Bukit Bintang,Restaurant,1,150000,"7 & 9, Jalan Padang, Bukit Bintang, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50470 Kuala Lumpur,Kuala Lumpur,50470.0,https://www.facebook.com/berianisedap,,,+60321103220,,+60321103220,4.5,1015.0,$$ (Moderate),OPERATIONAL,ChIJBZNB0S42zDERPByAQEGXUU4,3.145467999999999,101.713188,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.5/5 (1015 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJz-5t,2025-11-05,Samplings On The Fourteenth Restaurant,Restaurant,1,80000,"Level 14 East Wing, Hotel, Berjaya Times Square, 1, Jln Imbi, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,https://www.berjayahotel.com/kualalumpur/dining/samplings-fourteenth-restaurant.html,,,+60321178000,,+60321178000,4.7,62.0,Unknown,OPERATIONAL,ChIJz-5t6yg2zDERAjTYXv5E-Ig,3.1427268,101.7110825,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.7/5 (62 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJo9SS,2025-11-05,Penang Village,Restaurant,1,80000,"Berjaya Times Square, Lg-47 To 49 & 76, Jln Imbi, Imbi, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,,,,5.0,2.0,Unknown,OPERATIONAL,ChIJo9SSkCg2zDERLTJZO96nUi8,3.142161299999999,101.7106398,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (2 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJs27q,2025-11-05,Restoran Sin Paliman,Restaurant,1,80000,"Jln Bukit Bintang, Bukit Bintang, 55100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,,,,+60123717231,,+60123717231,4.0,1.0,Unknown,OPERATIONAL,ChIJs27qdyk2zDERTTA1tBKwNuc,3.144876500000001,101.7112407,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJoQs3,2025-11-05,Ah Heng Food Corner,Restaurant,1,150000,"2, Lorong Tiong Nam 3, Chow Kit, 50350 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50350 Kuala Lumpur,Kuala Lumpur,50350.0,https://www.facebook.com/AhHengFoodCorner,,,+60169569353,,+60169569353,4.3,1078.0,$$ (Moderate),OPERATIONAL,ChIJoQs3KjtIzDERusLaMY8JJpo,3.1638062,101.6951698,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (1078 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJA8k0,2025-11-05,Top Pot Cafe,Restaurant,1,80000,"77, Jalan Raja Muda Abdul Aziz, Chow Kit, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50300 Kuala Lumpur,Kuala Lumpur,50300.0,,,,+60326929133,,+60326929133,4.0,1.0,Unknown,OPERATIONAL,ChIJA8k0RSFIzDEReNmUsHZh1jY,3.1677108,101.7017531,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ2fk9,2025-11-05,Wanomiya • G Tower,"Cafe, Bar, Store",1,80000,"Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://www.facebook.com/wanomiyagtower/,,,,,,4.2,103.0,Unknown,OPERATIONAL,ChIJ2fk9sc83zDERZ4K-F4-RGAg,3.159164499999999,101.7199919,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (103 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJcW87,2025-11-05,Cafe Citarasa Bonda,Cafe,1,80000,"Chow Kit, 50300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50300 Kuala Lumpur,Kuala Lumpur,50300.0,,,,,,,,,Unknown,OPERATIONAL,ChIJcW87CiVIzDERuDB7YqPjLCg,3.162802,101.698145,Losing money to waste but don't know how much,1,,,Google Places API,Rating: /5 ( reviews),,New,,Google Places Scraper,2025-11-05,60,QUALIFIED
GOOGLE-ChIJ4bid,2025-11-05,Secret Recipe Suria KLCC,"Restaurant, Cafe",1,100000,"C35, Concourse Level, Suria Klcc, Kuala Lumpur City Centre, 50088 KL City Centre, Federal Territory of Kuala Lumpur, Malaysia",50088 KL City Centre,Kuala Lumpur,50088.0,http://www.secretrecipe.com.my/,,,+60321612719,,+60321612719,3.4,276.0,$$ (Moderate),OPERATIONAL,ChIJ4bidvtY3zDERRndZhllp0C8,3.1580374,101.7117968,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.4/5 (276 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJRfXF,2025-11-05,O'Briens Irish Sandwich Cafe @ Suria KLCC,Cafe,1,100000,"Lot C15E, Concourse Floor, Kuala Lumpur City Centre, 50088 Wilayah Persekutuan, Federal Territory of Kuala Lumpur, Malaysia",50088 Wilayah Persekutuan,Kuala Lumpur,50088.0,http://www.obriens.com.my/,,,+60125035722,,+60125035722,4.1,262.0,$$ (Moderate),OPERATIONAL,ChIJRfXFOdE3zDER6QPTCENT1BE,3.158045,101.7116886,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (262 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJUfMk,2025-11-05,Eight Ounce Coffee Co. : Suria KLCC,Cafe,1,100000,"Unit 115, Level 1, Suria KLCC, Persiaran Petronas, Kuala Lumpur City Centre, 50088 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50088 Kuala Lumpur,Kuala Lumpur,50088.0,http://www.eightouncecoffee.co/,,,+60376228780,,+60376228780,4.2,784.0,$$ (Moderate),OPERATIONAL,ChIJUfMky9Y3zDERcHniM4j2iX4,3.1570527,101.711591,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.2/5 (784 reviews),,New,,Google Places Scraper,2025-11-05,90,HOT
GOOGLE-ChIJm9LR,2025-11-05,Lounge on the Park,"Cafe, Store",1,80000,"Kuala Lumpur City Centre, 50088 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50088 Kuala Lumpur,Kuala Lumpur,50088.0,https://www.mandarinoriental.com/en/kuala-lumpur/petronas-towers/dine/lounge-on-the-park?src=loc.yext.mokul.ggl,,,+60321798883,,+60321798883,3.9,140.0,Unknown,OPERATIONAL,ChIJm9LRBNQ3zDEROwhx2PJNv3I,3.1557666,101.712216,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (140 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJdUJq,2025-11-05,Salad Atelier (Avenue K),"Cafe, Health, Store",1,80000,"2nd floor, SAC L2-2, Avenue K, 156, Jln Ampang, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://www.saladatelier.com/,,,+60163321561,,+60163321561,3.9,136.0,Unknown,OPERATIONAL,ChIJdUJqxNA3zDERkGPWHOsunXo,3.159481,101.713507,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (136 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJf3Wf,2025-11-05,M Marini Grand Caffè & Terrazza,"Cafe, Restaurant",1,100000,"Ground Floor, One Kl, No.6, Jalan Pinang, Kuala Lumpur City Centre, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,https://marinisgroup.com/m-caffe/,,,+60323866030,,+60323866030,4.3,485.0,$$ (Moderate),OPERATIONAL,ChIJf3WfvtY3zDEReF_MTulnLV0,3.1559769,101.7105806,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (485 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJgz77,2025-11-05,Starbucks,"Cafe, Store",1,100000,"Ground Floor, Menara TA One, 22, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,http://starbucks.com.my/,,,+60323866161,,+60323866161,4.0,248.0,$$ (Moderate),OPERATIONAL,ChIJgz77YtY3zDERrPGx5taydCw,3.1566461,101.7097274,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (248 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJRc_3,2025-11-05,Starbucks,"Cafe, Store",1,100000,"A-0-1 (Front Portion), Ground Floor, Block A, Wisma HB, Megan Avenue II, 12, 50450, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,,,,+60321812615,,+60321812615,3.5,230.0,$$ (Moderate),OPERATIONAL,ChIJRc_38Nk3zDERYol3zjBlis0,3.1617644,101.7118736,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (230 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ45D2,2025-11-05,The Food Yard,"Restaurant, Cafe",1,80000,"Wisma Mca, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://www.thefoodyard.com/,,,+60162799230,,+60162799230,4.4,5.0,Unknown,OPERATIONAL,ChIJ45D2a9A3zDERiGvBSagYF0c,3.1601236,101.7165002,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (5 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJZWPY,2025-11-05,Starbucks,"Cafe, Store",1,100000,"19-1-2, Ground Floor, UOA Centre, 50450, Kuala Lumpur, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,,,,+601127297498,,+601127297498,4.1,330.0,$$ (Moderate),OPERATIONAL,ChIJZWPYmdQ3zDER-Zm4wzLv6U4,3.1526848,101.7119537,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (330 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJN-hg,2025-11-05,San Francisco Coffee Menara Citibank,Cafe,1,100000,"Menara Citibank, 165, Jln Ampang, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://www.sfcoffee.com/,,,+60323011462,,+60323011462,4.3,73.0,$$ (Moderate),OPERATIONAL,ChIJN-hgFtA3zDERsPR_AaCEbQ8,3.1600514,101.7172593,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.3/5 (73 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJoY6W,2025-11-05,Optimist Coffee - Ampang Park,Cafe,1,80000,"Lrt Station Ampang Park, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://theoptimist.co/,,,,,,4.6,171.0,Unknown,OPERATIONAL,ChIJoY6W6c83zDERWNnq8A7gruY,3.159913,101.719208,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.6/5 (171 reviews),,New,,Google Places Scraper,2025-11-05,70,QUALIFIED
GOOGLE-ChIJCcU9,2025-11-05,Salad Atelier (Intermark),"Cafe, Health, Store",1,80000,"G-16, Ground floor, the Intermark Mall, 348, Jln Tun Razak, Kampung Datuk Keramat, 50400 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50400 Kuala Lumpur,Kuala Lumpur,50400.0,https://www.saladatelier.com/,,,+60163331561,,+60163331561,4.1,248.0,Unknown,OPERATIONAL,ChIJCcU9iM83zDERbV5vpw7oIgY,3.1616636,101.720355,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (248 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJoZHX,2025-11-05,Feeka Coffee Roasters,"Cafe, Restaurant",2,200000,"19, Jln Mesui, Bukit Bintang, 50200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50200 Kuala Lumpur,Kuala Lumpur,50200.0,https://feekacoffeeroasters.orderu.com/,,,+60321104599,,+60321104599,4.4,3988.0,$$ (Moderate),OPERATIONAL,ChIJoZHXWCo2zDERg8ElLFMydz4,3.1486849,101.7084482,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.4/5 (3988 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJc1hm,2025-11-05,Capitol Cafe,"Cafe, Store, Restaurant",1,150000,"46, Jln Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,https://capitolcafe.com.my/,,,+60321105591,,+60321105591,4.1,1898.0,$$ (Moderate),OPERATIONAL,ChIJc1hmkys2zDER3RSwrBzggGs,3.1476893,101.7114599,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.1/5 (1898 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJ2ygn,2025-11-05,"Midorie Malaysia Gallery, Green Planet Midori Sdn Bhd","Cafe, General Contractor",1,80000,"11, Jalan Aman, Off, Jln Tun Razak, Kampung Datuk Keramat, 55000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,http://midorie-malaysia.com/,,,+60321814435,,+60321814435,4.8,39.0,Unknown,OPERATIONAL,ChIJ2ygnoPs2zDERz9TMaINtAec,3.163408899999999,101.7210464,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.8/5 (39 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJJ4nU,2025-11-05,Kafe Ramlah,Cafe,1,80000,"30, jalan Hamzah, off, Jalan Mahmud, Kampung Baru, 50300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50300 Kuala Lumpur,Kuala Lumpur,50300.0,http://www.kaferamlah.blogspot.my/,,,+60123110782,,+60123110782,5.0,1.0,Unknown,CLOSED_TEMPORARILY,ChIJJ4nUryBIzDERRFkboX7P8V0,3.166531299999999,101.7060952,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 5/5 (1 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ0cTr,2025-11-05,The Coffee Bean & Tea Leaf,"Cafe, Store",1,100000,"F27 & F28, First Floor, Lot 10 Shopping Centre, 50, Jln Sultan Ismail, Bukit Bintang, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,https://www.coffeebean.com.my/,,,+60186311833,,+60186311833,3.8,175.0,$$ (Moderate),OPERATIONAL,ChIJ0cTrVik2zDERx9u8S8l8dkU,3.1461957,101.7120231,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (175 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJ922L,2025-11-05,The Coffee Bean & Tea Leaf,Cafe,1,100000,"Lot G 37, Ground Floor, Quill City Mall, 1018, Jln Sultan Ismail, Bandar Wawasan, 50250 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50250 Kuala Lumpur,Kuala Lumpur,50250.0,https://www.coffeebean.com.my/,,,+60129105810,,+60129105810,3.6,92.0,$$ (Moderate),OPERATIONAL,ChIJ922LOS9IzDERxnvFtScHsx8,3.1598664,101.7000562,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.6/5 (92 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJgUGF,2025-11-05,Gloria Jean's Coffees Institut Jantung Negara,"Cafe, Store",1,100000,"Lobby, 50400, Institut Jantung Negara, 145, Jln Tun Razak, 50586 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50586 Kuala Lumpur,Kuala Lumpur,50400.0,https://www.gloriajeanscoffees.my/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page&utm_content=Institut%20Jantung%20Negara&utm_term=plcid_11669691803220329742,,,+60326911060,,+60326911060,4.0,110.0,$$ (Moderate),OPERATIONAL,ChIJgUGFe-A3zDERUVQMqh3HnUo,3.1700525,101.7089643,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4/5 (110 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJdWMm,2025-11-05,Chez Léoniel,"Cafe, Restaurant",1,80000,"Alliance Francaise de Kuala Lumpur, 15, Lorong Gurney Kiri, Jalan Semarak, 54100, Kuala Lumpur, Wilayah Persekutuan, Malaysia, Malaysian Police Training Centre, 54100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",54100 Kuala Lumpur,Kuala Lumpur,54100.0,http://www.leoniel.co/,,,+60197232112,,+60197232112,4.4,8.0,Unknown,CLOSED_TEMPORARILY,ChIJdWMmmec3zDERyL32-mt9lP8,3.1715389,101.7153322,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (8 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJNxhu,2025-11-05,Shell,"Gas Station, Convenience Store, Cafe",1,100000,"LOT 148, Jln Tun Razak, Titiwangsa, 50400 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",50400 Kuala Lumpur,Kuala Lumpur,50400.0,https://find.shell.com/my/fuel/10366955-shell-jalan-tun-razak-kl/en_MY,,,+60123500902,,+60123500902,3.8,204.0,$$ (Moderate),OPERATIONAL,ChIJNxhuP-A3zDERAzvjCv676EI,3.172368,101.708146,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.8/5 (204 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJOeel,2025-11-05,Secret Recipe,"Restaurant, Cafe",1,100000,"Level 03-99, Berjaya Times Square, 1, Jln Imbi, Imbi, 55100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",55100 Kuala Lumpur,Kuala Lumpur,55100.0,http://www.secretrecipe.com.my/,,,+60328581345,,+60328581345,3.9,210.0,$$ (Moderate),CLOSED_TEMPORARILY,ChIJOeeliSg2zDEReoQ51I9Ix30,3.1417301,101.7099863,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.9/5 (210 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJzdsO,2025-11-05,Kenny Hills Bakers @ Ampang,"Cafe, Bakery, Restaurant",2,200000,"241-B Lorong Nibong, Off, Jln Ampang, Wilayah Persekutuan, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",50450 Kuala Lumpur,Kuala Lumpur,50450.0,http://kennyhillsbakers.com/,,,+60342652020,,+60342652020,4.3,3742.0,$$ (Moderate),OPERATIONAL,ChIJzdsOeDhIzDERLIh9ELo5JW4,3.1597088,101.7287371,Losing money to waste but don't know how much,2,,,Google Places API,Rating: 4.3/5 (3742 reviews),,New,,Google Places Scraper,2025-11-05,95,HOT
GOOGLE-ChIJg0v0,2025-11-05,Imola Automotive Sdn Bhd,"Car Repair, Car Wash, Cafe",1,80000,"5, Jalan Ampang Hilir, Taman U Thant, 55000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",55000 Kuala Lumpur,Kuala Lumpur,55000.0,http://www.imola.com.my/,,,+60122111585,,+60122111585,4.4,92.0,Unknown,OPERATIONAL,ChIJg0v02bc3zDERA1GQ4ZsV4Yk,3.1582481,101.7305297,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (92 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJO_7J,2025-11-05,Mira Cake House - Kek Basah Sarawak,"Bakery, Store",1,50000,"9, Jalan Enggang, Taman Keramat, 54200 Kuala Lumpur, Selangor, Malaysia",54200 Kuala Lumpur,Kuala Lumpur,54200.0,http://www.miracakehouse.com/,,,+60128541004,,+60128541004,4.4,319.0,$ (Budget),OPERATIONAL,ChIJO_7JVbw3zDERsksHWq5fcUY,3.167862299999999,101.7380689,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.4/5 (319 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJG5wW,2025-11-05,ALYATEY BAKERY,"Bakery, Store",1,80000,"10-1F, JALAN AU 1A/4F TAMAN KERAMAT, PERMAI, Kampung Datuk Keramat, 54200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",54200 Kuala Lumpur,Kuala Lumpur,54200.0,http://www.alyateybakery.com/,,,+601118620680,,+601118620680,3.5,4.0,Unknown,OPERATIONAL,ChIJG5wW25A3zDERlz2azaWx6Kg,3.176557,101.738764,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.5/5 (4 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJG58D,2025-11-05,Secret Recipe Lotus's Ampang,"Restaurant, Bakery, Store",1,100000,"Lot PT 25, Ground Floor, Tesco Ampang,, Jalan Pandan Prima 2, Dataran Pandan Prima, 55100 Dataran Pandan Prima, Federal Territory of Kuala Lumpur, Malaysia",55100 Dataran Pandan Prima,Kuala Lumpur,55100.0,http://www.secretrecipe.com.my/,,,+60392851591,,+60392851591,3.3,167.0,$$ (Moderate),OPERATIONAL,ChIJG58D0lE2zDERQeCgeBf3rNI,3.144209099999999,101.7419687,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.3/5 (167 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
GOOGLE-ChIJAwE1,2025-11-05,Pistachios Bakery (Ampang Point),"Bakery, Store",1,80000,"Lot G05A, Ampang Point, Shopping Mall, Taman Dato Ahmad Razali, 68000 Ampang, Selangor, Malaysia",68000 Ampang,Selangor,68000.0,http://www.pistachiosbakery.com/,,,+60342660130,,+60342660130,4.9,309.0,Unknown,OPERATIONAL,ChIJAwE1o7NDzDERj2UyIzR205c,3.1576526,101.7508594,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 4.9/5 (309 reviews),,New,,Google Places Scraper,2025-11-05,85,WARM
GOOGLE-ChIJ2VJu,2025-11-05,Dunkin' Donuts Ampang Point,"Bakery, Store",1,100000,"Lot G09, Ground Floor, Ampang Point Shopping Centre, Jln Memanda 3, Taman Dato Ahmad Razali, 68000 Ampang Jaya, Selangor, Malaysia",68000 Ampang Jaya,Selangor,68000.0,http://www.dunkindonuts.com.my/,,,+60387872679,,+60387872679,3.1,28.0,$$ (Moderate),OPERATIONAL,ChIJ2VJuxak3zDERfojQgvs0mfk,3.1576,101.751222,Losing money to waste but don't know how much,1,,,Google Places API,Rating: 3.1/5 (28 reviews),,New,,Google Places Scraper,2025-11-05,80,WARM
